source_id,source,tf_id,restaurant_url,restaurant_name,latitude,longitude,address,street,house_number,postal_code,city,rating,review_count,has_rating,has_review_count,low_review,avg_price_eur,discount_pct,has_discount,cuisines,dietary_options,has_hours,photo_count,has_reviews,sample_size,sample_avg_rating,rating_sample_divergent,flags
sapori-solari-la-pescheria-r664945,thefork,664945,https://www.thefork.it/ristorante/sapori-solari-la-pescheria-r664945,Sapori Solari - La Pescheria,45.4840831,9.163813,"Via Piero della Francesca, 38, Milano, 20154, Italia",Via Piero della Francesca,38,20154,Milano,9.1,4460,1,1,0,35,50,1,['Di Pesce'],['vegetarian'],0,13,1,5,9.5,0,[]
sapori-solari-la-salumeria-r78143,thefork,78143,https://www.thefork.it/ristorante/sapori-solari-la-salumeria-r78143,⁠Sapori Solari - La Salumeria,45.4622844,9.1376776,"Via Sofonisba Anguissola, 54, Milano, 20146, Italia",Via Sofonisba Anguissola,54,20146,Milano,9.3,4144,1,1,0,31,50,1,"['Italiano', 'Europeo']",[],1,15,1,5,8.8,0,[]
sapori-solari-tapas-e-cocktails-r407061,thefork,407061,https://www.thefork.it/ristorante/sapori-solari-tapas-e-cocktails-r407061,Sapori Solari - Tapas e Cocktails,45.4754964,9.2131378,"Via Antonio Stoppani, 11, Milano, 20129, Italia",Via Antonio Stoppani,11,20129,Milano,9.3,2808,1,1,0,35,50,1,['Mediterraneo'],[],1,15,1,5,9.4,0,[]
saporimaestri-r298965,thefork,298965,https://www.thefork.it/ristorante/saporimaestri-r298965,Saporimaestri,45.4573316,9.2132958,"Via Maestri Campionesi, 4, Milano, 20135, Italia",Via Maestri Campionesi,4,20135,Milano,9.6,1368,1,1,0,50,50,1,['Di Pesce'],[],1,16,1,5,9.8,0,[]
say-cheese-bistrot-r590845,thefork,590845,https://www.thefork.it/ristorante/say-cheese-bistrot-r590845,Say Cheese Bistrot,45.4635335,9.2280544,"Via Luisa Battistotti Sassi, 12, Milano, 20133, Italia",Via Luisa Battistotti Sassi,12,20133,Milano,9.2,1823,1,1,0,30,30,1,"['Cucina internazionale', 'Italiano', 'Europeo']","['gluten_free', 'vegetarian']",1,16,1,5,10.0,0,[]
sea-signora-milano-r859662,thefork,859662,https://www.thefork.it/ristorante/sea-signora-milano-r859662,Sea Signora Milano,45.472123,9.1846909,"Via Fiori Chiari, 32, Milano, 20121, Italia",Via Fiori Chiari,32,20121,Milano,,,0,0,0,75,,0,['Italiano'],[],0,10,0,0,,0,"['no_rating', 'missing_review_count']"
senju-r733680,thefork,733680,https://www.thefork.it/ristorante/senju-r733680,Senju,45.4762474,9.2168785,"Viale Abruzzi, 19, Milano, 20131, Italia",Viale Abruzzi,19,20131,Milano,9.2,492,1,1,0,30,,0,['Asiatico'],[],0,40,1,5,9.4,0,[]
sento-ramen-r745125,thefork,745125,https://www.thefork.it/ristorante/sento-ramen-r745125,Sento Ramen,45.4873663,9.1704547,"Via Cenisio, 13, Milano, 20154, Italia",Via Cenisio,13,20154,Milano,9.5,1341,1,1,0,15,20,1,"['Asiatico', 'Cinese', 'Giapponese']",['vegetarian'],1,16,1,5,9.3,0,[]
settembrini-18-r274743,thefork,274743,https://www.thefork.it/ristorante/settembrini-18-r274743,Settembrini 18,45.481243,9.205593,"Via Luigi Settembrini, 18, Milano, 20124, Italia",Via Luigi Settembrini,18,20124,Milano,8.5,807,1,1,0,36,30,1,"['Di Pesce', 'Pizzeria', 'Europeo', 'Italiano']",[],1,15,1,5,6.4,1,['rating_sample_divergent']
sevilla-mia-moscova-r861027,thefork,861027,https://www.thefork.it/ristorante/sevilla-mia-moscova-r861027,Sevilla Mia - Moscova,45.4780588,9.1848447,"Largo la Foppa, Milano, 20121, Italia",Largo la Foppa,,20121,Milano,8.6,31,1,1,0,25,30,1,"['Spagnolo', 'Europeo']",['vegetarian'],0,9,1,5,8.5,0,[]
sfizio-r408245,thefork,408245,https://www.thefork.it/ristorante/sfizio-r408245,Sfizio,45.4639437,9.1936063,"Piazza Fontana, 3, Milano, 20122, Italia",Piazza Fontana,3,20122,Milano,8.9,736,1,1,0,45,20,1,['Mediterraneo'],[],1,44,1,5,7.9,0,[]
shalto-braceria-persiana-r836274,thefork,836274,https://www.thefork.it/ristorante/shalto-braceria-persiana-r836274,"Shalto, Braceria Persiana",45.4524804,9.1827879,"V.le Gian Galeazzo, 6, Milano, 20136, Italia",V.le Gian Galeazzo,6,20136,Milano,8.8,342,1,1,0,45,30,1,"['Di Carne', 'Di Pesce']","['halal', 'gluten_free', 'vegan', 'vegetarian']",1,15,1,5,7.6,1,['rating_sample_divergent']
sham-beirut-cucina-libanese-r803179,thefork,803179,https://www.thefork.it/ristorante/sham-beirut-cucina-libanese-r803179,Sham Beirut cucina libanese,45.4757696,9.2054187,"Via Panfilo Castaldi, 39, Milano, 20124, Italia",Via Panfilo Castaldi,39,20124,Milano,8.8,40,1,1,0,23,,0,[],[],0,11,1,5,8.8,0,[]
shannara-2-r75051,thefork,75051,https://www.thefork.it/ristorante/shannara-2-r75051,Shannara 2,45.4469971,9.2049592,"Viale Isonzo, 24, Milano, 20135, Italia",Viale Isonzo,24,20135,Milano,9.3,1221,1,1,0,45,20,1,"['Di Pesce', 'Sardo', 'Europeo', 'Italiano']",[],1,15,1,5,9.1,0,[]
shannara-bistrot-r264135,thefork,264135,https://www.thefork.it/ristorante/shannara-bistrot-r264135,Shannara bistrot,45.4470023,9.2049895,"Viale Isonzo, 24, Milano, 20135, Italia",Viale Isonzo,24,20135,Milano,9.3,305,1,1,0,45,20,1,"['Di Pesce', 'Italiano', 'Mediterraneo', 'Europeo']","['gluten_free', 'organic', 'vegan', 'vegetarian']",1,16,1,5,9.9,0,[]
shibuya-r834579,thefork,834579,https://www.thefork.it/ristorante/shibuya-r834579,Shibuya,45.4873088,9.210248600000002,"Via Mauro Macchi, 69, Milano, 20124, Italia",Via Mauro Macchi,69,20124,Milano,8.9,235,1,1,0,24,50,1,"['Cinese', 'Fusion', 'Giapponese', 'Asiatico']",[],0,16,1,5,9.0,0,[]
shiko-ramen-asian-fusion-r848562,thefork,848562,https://www.thefork.it/ristorante/shiko-ramen-asian-fusion-r848562,Shiko Ramen & Asian fusion 喜客,45.4880962,9.219527,"Via Padova, 26, Milano, 20131, Italia",Via Padova,26,20131,Milano,9.2,204,1,1,0,22,30,1,"['Asiatico', 'Fusion']",['vegetarian'],0,16,1,5,9.5,0,[]
shin-fusion-r76934,thefork,76934,https://www.thefork.it/ristorante/shin-fusion-r76934,Shin Fusion,45.4607267,9.2111574,"Via Emilio Morosini, 12, Milano, 20135, Italia",Via Emilio Morosini,12,20135,Milano,8.7,913,1,1,0,20,30,1,['Giapponese'],[],1,37,1,5,8.9,0,[]
shinto-milano-r854488,thefork,854488,https://www.thefork.it/ristorante/shinto-milano-r854488,Shinto Milano,45.4800522,9.1674659,"Corso Sempione, 30, Milano, 20154, Italia",Corso Sempione,30,20154,Milano,9.5,21,1,1,0,46,20,1,['Fusion'],[],0,19,1,5,10.0,0,[]
shiny-sushi-and-fusion-restaurant-r282637,thefork,282637,https://www.thefork.it/ristorante/shiny-sushi-and-fusion-restaurant-r282637,Shiny Sushi And Fusion Restaurant,45.4706773,9.2224122,"Via Giacinto Gallina, 17, Milano, 20129, Italia",Via Giacinto Gallina,17,20129,Milano,9.1,3913,1,1,0,35,,1,"['Cinese', 'Fusion', 'Giapponese', 'Asiatico']","['gluten_free', 'organic', 'vegan', 'vegetarian']",1,15,1,5,8.2,0,[]
shorai-r301101,thefork,301101,https://www.thefork.it/ristorante/shorai-r301101,Shorai,45.4626244,9.2046541,"Via Enrico Dandolo, 2, Milano, 20122, Italia",Via Enrico Dandolo,2,20122,Milano,8.7,2374,1,1,0,21,50,1,"['Giapponese', 'Asiatico']",[],1,15,1,5,7.9,0,[]
shri-ganesh-r55274,thefork,55274,https://www.thefork.it/ristorante/shri-ganesh-r55274,Shri Ganesh,45.44874,9.1643,"Via Elia Lombardini, 8, Milano, 20143, Italia",Via Elia Lombardini,8,20143,Milano,9.2,1296,1,1,0,25,,0,['Indiano'],[],1,36,1,5,9.6,0,[]
sidhe-milano-bistrot-culturale-r816682,thefork,816682,https://www.thefork.it/ristorante/sidhe-milano-bistrot-culturale-r816682,Sidhe Milano Bistrot Culturale,45.4606051,9.079991699999999,"Via Cusago, 88, Milano, 20153, Italia",Via Cusago,88,20153,Milano,9.3,151,1,1,0,26,30,1,"['Italiano', 'Mediterraneo', 'Europeo']",['vegan'],1,15,1,5,9.3,0,[]
signorvino-cascina-merlata-r813417,thefork,813417,https://www.thefork.it/ristorante/signorvino-cascina-merlata-r813417,Signorvino - Cascina Merlata,45.5139125,9.1032843,"Via Gottlieb Wilhelm Daimler, 61, Milano, 20151, Italia",Via Gottlieb Wilhelm Daimler,61,20151,Milano,9.1,391,1,1,0,30,,0,['Italiano'],[],1,56,1,5,8.6,0,[]
signorvino-milano-navigli-r691713,thefork,691713,https://www.thefork.it/ristorante/signorvino-milano-navigli-r691713,Signorvino - Milano Navigli,45.4526113,9.1762102,"Viale Gorizia, 30, Milano, 20144, Italia",Viale Gorizia,30,20144,Milano,9.1,640,1,1,0,25,,0,['Italiano'],[],1,56,1,5,8.9,0,[]
signorvino-milano-pasubio-r715993,thefork,715993,https://www.thefork.it/ristorante/signorvino-milano-pasubio-r715993,Signorvino - Milano Pasubio,45.4813077,9.1860462,"Viale Pasubio, 2, Milano, 20154, Italia",Viale Pasubio,2,20154,Milano,8.8,864,1,1,0,25,,0,['Italiano'],[],1,57,1,5,8.5,0,[]
silver-bistrot-r347629,thefork,347629,https://www.thefork.it/ristorante/silver-bistrot-r347629,Silver Bistrot,45.4590217,9.0679566,"Via Riccardo Lombardi, 9-11, Milano, 20153, Italia",Via Riccardo Lombardi,9-11,20153,Milano,8.7,37,1,1,0,25,,0,['Cucina locale'],[],1,30,1,5,8.9,0,[]
sine-by-di-pinto-r435933,thefork,435933,https://www.thefork.it/ristorante/sine-by-di-pinto-r435933,Sine by Di Pinto,45.4618362,9.2178093,"Viale Umbria, 126, Milano, 20135, Italia",Viale Umbria,126,20135,Milano,9.6,1151,1,1,0,85,20,1,"['Italiano', 'Europeo']",[],1,16,1,5,8.8,0,[]
sire-raul-r857239,thefork,857239,https://www.thefork.it/ristorante/sire-raul-r857239,Sire Raul,45.4917784,9.230234399999999,"Piazza Sire Raul, 4, Milano, 20131, Italia",Piazza Sire Raul,4,20131,Milano,9.6,14,1,1,0,44,,0,['Italiano'],[],0,27,1,5,9.7,0,[]
sitar-r741921,thefork,741921,https://www.thefork.it/ristorante/sitar-r741921,Sitar,45.4533668,9.1517596,"Via Vespri Siciliani, 5, Milano, 20146, Italia",Via Vespri Siciliani,5,20146,Milano,9.1,1108,1,1,0,20,,1,"['Indiano', 'Asiatico']",[],0,15,1,5,7.7,1,['rating_sample_divergent']
skuisito-steakhouse-r277661,thefork,277661,https://www.thefork.it/ristorante/skuisito-steakhouse-r277661,Skuisito Steakhouse,45.4814991,9.2276565,"Via Giovanni Pacini, 18, Milano, 20131, Italia",Via Giovanni Pacini,18,20131,Milano,8.7,787,1,1,0,31,20,1,"['Italiano', 'Mediterraneo', 'Steakhouse', 'Europeo', 'Di Carne']",[],1,15,1,5,7.0,1,['rating_sample_divergent']
slowsud-de-angeli-r817294,thefork,817294,https://www.thefork.it/ristorante/slowsud-de-angeli-r817294,SlowSud De Angeli,45.4660813,9.1512506,"Via Luigi Sacco, 3, Milano, 20149, Italia",Via Luigi Sacco,3,20149,Milano,8.7,1668,1,1,0,27,50,1,['Mediterraneo'],[],1,15,1,5,8.1,0,[]
slowsud-duomo-r817213,thefork,817213,https://www.thefork.it/ristorante/slowsud-duomo-r817213,SlowSud Duomo,45.4632203,9.1862925,"Via delle Asole, 4, Milano, 20123, Italia",Via delle Asole,4,20123,Milano,8.8,925,1,1,0,30,30,1,['Mediterraneo'],[],1,15,1,5,8.1,0,[]
slowsud-isola-r827542,thefork,827542,https://www.thefork.it/ristorante/slowsud-isola-r827542,Slowsud Isola,45.4881491,9.1899003,"Via Garigliano, 8, Milano, 20159, Italia",Via Garigliano,8,20159,Milano,8.7,960,1,1,0,30,50,1,"['Mediterraneo', 'Siciliano', 'Europeo', 'Italiano']","['gluten_free', 'vegetarian']",1,15,1,5,9.4,0,[]
slowsud-morosini-r852498,thefork,852498,https://www.thefork.it/ristorante/slowsud-morosini-r852498,Slowsud Morosini,45.4614659,9.2115163,"Via Emilio Morosini, 5, Milano, 20135, Italia",Via Emilio Morosini,5,20135,Milano,8.7,388,1,1,0,30,50,1,"['Italiano', 'Mediterraneo', 'Europeo']",[],0,15,1,5,8.6,0,[]
slowsud-porta-genova-r817224,thefork,817224,https://www.thefork.it/ristorante/slowsud-porta-genova-r817224,SlowSud Porta Genova,45.4533147,9.166585,"Via Tortona, 20, Milano, 20144, Italia",Via Tortona,20,20144,Milano,8.9,1693,1,1,0,31,50,1,['Mediterraneo'],[],1,15,1,5,7.8,1,['rating_sample_divergent']
so-garden-cafe-r712759,thefork,712759,https://www.thefork.it/ristorante/so-garden-cafe-r712759,So' Garden Cafè,45.4369798,9.2422201,"Via Bruno Cassinari, Milano, 20138, Italia",Via Bruno Cassinari,,20138,Milano,9.2,116,1,1,0,30,50,1,['Cucina internazionale'],"['gluten_free', 'organic', 'vegan', 'vegetarian']",0,16,1,5,9.0,0,[]
solferino-r55107,thefork,55107,https://www.thefork.it/ristorante/solferino-r55107,Solferino,45.47809,9.18827,"Via Castefidardo, 2, Milano, 20121, Italia",Via Castefidardo,2,20121,Milano,8.7,1392,1,1,0,48,20,1,"['Lombardo', 'Europeo', 'Italiano']",[],1,14,1,5,8.6,0,[]
sophia-s-restaurant-r46353,thefork,46353,https://www.thefork.it/ristorante/sophia-s-restaurant-r46353,Sophia's Restaurant,45.4867005,9.1575137,"Corso Sempione, 91, Milano, 20149, Italia",Corso Sempione,91,20149,Milano,9.6,2058,1,1,0,40,20,1,"['Di Carne', 'Di Pesce', 'Italiano', 'Lombardo', 'Mediterraneo', 'Europeo']","['gluten_free', 'organic', 'vegan', 'vegetarian']",1,15,1,5,10.0,0,[]
sorsi-sorrisi-r846010,thefork,846010,https://www.thefork.it/ristorante/sorsi-sorrisi-r846010,Sorsi&Sorrisi,45.4475762,9.1802646,"Via Odoardo Tabacchi, 3, Milano, 20136, Italia",Via Odoardo Tabacchi,3,20136,Milano,6.5,11,1,1,0,20,50,1,['Italiano'],[],0,11,1,4,6.0,0,[]
south-garage-bistrot-r716993,thefork,716993,https://www.thefork.it/ristorante/south-garage-bistrot-r716993,South Garage Bistrot,45.4381297,9.2291595,"Via Privata Eugenio Brizi, 4, Milano, 20139, Italia",Via Privata Eugenio Brizi,4,20139,Milano,9.4,2558,1,1,0,40,50,1,['Cucina internazionale'],['vegetarian'],1,17,1,5,9.3,0,[]
soy-r418647,thefork,418647,https://www.thefork.it/ristorante/soy-r418647,Soy,45.4519077,9.20762,"Via Gerolamo Tiraboschi, 1, Milano, 20135, Italia",Via Gerolamo Tiraboschi,1,20135,Milano,9.2,4003,1,1,0,35,50,1,"['Cinese', 'Asiatico']",[],1,16,1,5,9.4,0,[]
soyko-ramen-porta-venezia-r837380,thefork,837380,https://www.thefork.it/ristorante/soyko-ramen-porta-venezia-r837380,Soyko Ramen Porta Venezia,45.4771674,9.2063528,"Viale Tunisia, 6, Milano, 20124, Italia",Viale Tunisia,6,20124,Milano,9.2,127,1,1,0,20,,0,['Asiatico'],[],0,42,1,5,9.0,0,[]
spadari-restaurant-r853243,thefork,853243,https://www.thefork.it/ristorante/spadari-restaurant-r853243,Spadari Restaurant,45.46391746970507,9.186549528801331,"Via Spadari, 13, Milano, 20123, Italia",Via Spadari,13,20123,Milano,7.8,6,1,1,1,35,20,1,['Italiano'],[],0,23,0,0,,0,['low_review']
spice-village-milano-r810505,thefork,810505,https://www.thefork.it/ristorante/spice-village-milano-r810505,Spice Village Milano,45.4846529,9.2100577,"Via Franchino Gaffurio, 8, Milano, 20124, Italia",Via Franchino Gaffurio,8,20124,Milano,8.7,64,1,1,0,15,,0,['Indiano'],[],1,20,1,5,8.2,0,[]
steak-fish-r543781,thefork,543781,https://www.thefork.it/ristorante/steak-fish-r543781,Steak & Fish,45.4842443,9.2257364,"Via Vallazze, 62, Milano, 20131, Italia",Via Vallazze,62,20131,Milano,8.5,314,1,1,0,25,20,1,['Mediterraneo'],[],1,32,1,5,8.5,0,[]
stella-d-asia-r206485,thefork,206485,https://www.thefork.it/ristorante/stella-d-asia-r206485,Stella d'Asia,45.441284,9.2159689,"Viale Brenta, 14, Milano, 20139, Italia",Viale Brenta,14,20139,Milano,9.1,13040,1,1,0,25,50,1,"['Cinese', 'Asiatico']",['vegetarian'],1,15,1,5,8.3,0,[]
stk-milan-r399415,thefork,399415,https://www.thefork.it/ristorante/stk-milan-r399415,STK Milan,45.4793852,9.1961308,"Piazza della Repubblica, 13, Milano, 20124, Italia",Piazza della Repubblica,13,20124,Milano,9.5,915,1,1,0,85,30,1,['Di Carne'],[],1,15,1,5,9.9,0,[]
streat-tortona-r565501,thefork,565501,https://www.thefork.it/ristorante/streat-tortona-r565501,Streat Tortona,45.4574811,9.1611037,"Via California, 22, Milano, 20144, Italia",Via California,22,20144,Milano,9.4,1960,1,1,0,24,,0,['Americano'],[],1,47,1,5,9.3,0,[]
strippoli-r612207,thefork,612207,https://www.thefork.it/ristorante/strippoli-r612207,Strippoli,45.5020981,9.2422514,"Via Madre A. E. Picco, Milano, 20132, Italia",Via Madre A. E. Picco,,20132,Milano,8.9,1670,1,1,0,25,20,1,['Pugliese'],[],1,33,1,5,8.2,0,[]
su-garden-r49636,thefork,49636,https://www.thefork.it/ristorante/su-garden-r49636,Su Garden,45.48068,9.20166,"Via Carlo Tenca 12, Milano, 20124, Italia",Via Carlo Tenca 12,,20124,Milano,9.4,557,1,1,0,37,20,1,"['Cinese', 'Asiatico']",[],1,14,1,5,9.4,0,[]
sublime-milano-r852800,thefork,852800,https://www.thefork.it/ristorante/sublime-milano-r852800,Sublime Milano,45.4868185,9.192307,"Via Federico Confalonieri, 21, Milano, 20124, Italia",Via Federico Confalonieri,21,20124,Milano,9.3,83,1,1,0,26,,0,['Italiano'],[],0,29,1,5,9.1,0,[]
succulenta-r737137,thefork,737137,https://www.thefork.it/ristorante/succulenta-r737137,Succulenta,45.4776508,9.1615724,"Piazza Sei Febbraio, 16, Milano, 20145, Italia",Piazza Sei Febbraio,16,20145,Milano,8.9,1320,1,1,0,20,20,1,['Europeo'],[],1,47,1,5,9.2,0,[]
suqsu-r855603,thefork,855603,https://www.thefork.it/ristorante/suqsu-r855603,Suqsu,45.447532,9.1771145,"Via Ascanio Sforza, Milano, 20136, Italia",Via Ascanio Sforza,,20136,Milano,9.4,23,1,1,0,23,30,1,['Mediterraneo'],['vegetarian'],0,16,1,5,9.9,0,[]
sushi-emma-imbriani-r559483,thefork,559483,https://www.thefork.it/ristorante/sushi-emma-imbriani-r559483,Sushi Emma imbriani,45.4979508,9.1697593,"Via degli Imbriani, 17, Milano, 20158, Italia",Via degli Imbriani,17,20158,Milano,9.0,743,1,1,0,28,20,1,['Giapponese'],[],1,32,1,5,9.4,0,[]
sushi-fratelli-milano-r626887,thefork,626887,https://www.thefork.it/ristorante/sushi-fratelli-milano-r626887,Sushi Fratelli Milano,45.4905969,9.2026435,"Via Giovanni Schiaparelli, 21, 20125 Milano MI, Milano, 20125, Italia",Via Giovanni Schiaparelli,21,20125,Milano,9.1,243,1,1,0,25,,0,['Asiatico'],[],1,38,1,5,9.3,0,[]
sushi-hama-r839057,thefork,839057,https://www.thefork.it/ristorante/sushi-hama-r839057,Sushi Hama,45.4694819,9.1536917,"Via Raffaello Sanzio, 4, Milano, 20149, Italia",Via Raffaello Sanzio,4,20149,Milano,8.9,419,1,1,0,30,30,1,"['Asiatico', 'Giapponese']",['vegetarian'],0,16,1,5,8.3,0,[]
sushi-koboo-ticinese-r76353,thefork,76353,https://www.thefork.it/ristorante/sushi-koboo-ticinese-r76353,Sushi Kòboo | Ticinese,45.4522803,9.1819534,"Viale Col di Lana, 1, Milano, 20136, Italia",Viale Col di Lana,1,20136,Milano,9.7,449,1,1,0,35,50,1,"['Cinese', 'Di Carne', 'Di Pesce', 'Fusion', 'Giapponese', 'Asiatico']","['gluten_free', 'vegan', 'vegetarian']",1,16,1,5,10.0,0,[]
sushi-milano-island-r857390,thefork,857390,https://www.thefork.it/ristorante/sushi-milano-island-r857390,Sushi Milano Island,45.4897038,9.188863099999999,"Via Pietro Borsieri, 41, Milano, 20159, Italia",Via Pietro Borsieri,41,20159,Milano,8.4,4,1,1,1,25,50,1,"['Giapponese', 'Asiatico']",['vegetarian'],0,15,1,3,7.83,0,['low_review']
sushi-nikkei-r851387,thefork,851387,https://www.thefork.it/ristorante/sushi-nikkei-r851387,Sushi Nikkei,45.4627578,9.1991024,"C.so di Porta Vittoria, 13, Milano, 20122, Italia",C.so di Porta Vittoria,13,20122,Milano,9.0,27,1,1,0,21,30,1,"['Giapponese', 'Asiatico']",['vegetarian'],0,24,1,5,8.0,0,[]
sushi-plus-r667237,thefork,667237,https://www.thefork.it/ristorante/sushi-plus-r667237,Sushi Plus,45.5170545,9.2258109,"Viale Monza, 311, Milano, 20126, Italia",Viale Monza,311,20126,Milano,8.9,190,1,1,0,25,20,1,"['Giapponese', 'Asiatico']",['vegetarian'],1,12,1,5,7.4,1,['rating_sample_divergent']
sushi-sound-r748803,thefork,748803,https://www.thefork.it/ristorante/sushi-sound-r748803,Sushi&Sound,45.4530791,9.1809127,"Piazza Ventiquattro Maggio, 1/10, Milano, 20123, Italia",Piazza Ventiquattro Maggio,1/10,20123,Milano,8.8,142,1,1,0,42,20,1,"['Fusion', 'Giapponese', 'Asiatico']","['gluten_free', 'vegetarian']",1,16,1,5,7.5,1,['rating_sample_divergent']
sushi-yao-r832994,thefork,832994,https://www.thefork.it/ristorante/sushi-yao-r832994,Sushi Yao,45.4877157,9.1917036,"Via Sebenico, 14, Milano, 20124, Italia",Via Sebenico,14,20124,Milano,8.6,155,1,1,0,26,50,1,"['Asiatico', 'Giapponese']",['vegetarian'],1,16,1,5,8.5,0,[]
taberna-san-tomaso-r404313,thefork,404313,https://www.thefork.it/ristorante/taberna-san-tomaso-r404313,Taberna San Tomaso,45.4671873,9.1847776,"Via S. Tomaso, 5, Milano, 20121, Italia",Via S. Tomaso,5,20121,Milano,8.9,498,1,1,0,30,,0,['Mediterraneo'],[],1,47,1,5,8.7,0,[]
taberna-vasca-r580039,thefork,580039,https://www.thefork.it/ristorante/taberna-vasca-r580039,Taberna Vasca,45.444792,9.1427535,"Via Guintellino, 1, Milano, 20143, Italia",Via Guintellino,1,20143,Milano,9.0,646,1,1,0,25,,0,['Spagnolo'],[],0,34,1,5,9.4,0,[]
tailors-r822163,thefork,822163,https://www.thefork.it/ristorante/tailors-r822163,Tailors,45.4822497,9.15265,"Via Bartolomeo Colleoni, 14, Milano, 20149, Italia",Via Bartolomeo Colleoni,14,20149,Milano,8.5,82,1,1,0,45,20,1,['Mediterraneo'],"['gluten_free', 'vegetarian']",1,15,1,5,8.1,0,[]
tale-milano-r815038,thefork,815038,https://www.thefork.it/ristorante/tale-milano-r815038,Talé Milano,45.4865791,9.186021799999999,"Via Pastrengo, 15, Milano, 20159, Italia",Via Pastrengo,15,20159,Milano,9.4,665,1,1,0,22,20,1,"['Fusion', 'Mediterraneo', 'Siciliano', 'Europeo', 'Italiano']","['gluten_free', 'vegan', 'vegetarian']",1,16,1,5,8.9,0,[]
tang-gong-r370545,thefork,370545,https://www.thefork.it/ristorante/tang-gong-r370545,Tang Gong,45.4830058,9.1817939,"Via Carlo Farini, 4, Milano, 20154, Italia",Via Carlo Farini,4,20154,Milano,8.9,6519,1,1,0,20,30,1,"['Cinese', 'Asiatico']",[],1,16,1,5,10.0,1,['rating_sample_divergent']
tao-2-r807116,thefork,807116,https://www.thefork.it/ristorante/tao-2-r807116,Tao 2,45.4383591,9.2000057,"Via Giuseppe Ripamonti, 128, Milano, 20141, Italia",Via Giuseppe Ripamonti,128,20141,Milano,8.8,214,1,1,0,12,20,1,"['Cinese', 'Italiano', 'Pizzeria', 'Asiatico', 'Europeo']",['vegetarian'],1,16,1,5,7.3,1,['rating_sample_divergent']
tara-r70261,thefork,70261,https://www.thefork.it/ristorante/tara-r70261,Tara,45.4777477,9.1732063,"Via Domenico Cirillo, 16, Milano, 20154, Italia",Via Domenico Cirillo,16,20154,Milano,9.2,5235,1,1,0,20,20,1,"['Indiano', 'Asiatico']",[],1,15,1,5,8.6,0,[]
taverna-della-trisa-r62513,thefork,62513,https://www.thefork.it/ristorante/taverna-della-trisa-r62513,Taverna della Trisa,45.4795039,9.1646801,"Via Francesco Ferrucci, 1, Milano, 20145, Italia",Via Francesco Ferrucci,1,20145,Milano,9.6,3051,1,1,0,45,20,1,"['Trentino', 'Europeo', 'Italiano']",['vegetarian'],1,16,1,5,9.6,0,[]
taverna-trastevere-r849883,thefork,849883,https://www.thefork.it/ristorante/taverna-trastevere-r849883,Taverna Trastevere,45.4772118,9.1852679,"Via Statuto, 16, Milano, 20121, Italia",Via Statuto,16,20121,Milano,8.7,38,1,1,0,45,30,1,"['Romano', 'Europeo', 'Italiano']",['vegetarian'],0,16,1,5,8.7,0,[]
tavernacolo-milano-affori-r860464,thefork,860464,https://www.thefork.it/ristorante/tavernacolo-milano-affori-r860464,Tavernacolo Milano Affori,45.5184936,9.167162399999999,"Via Giuseppe Taccioli, 20, Milano, 20161, Italia",Via Giuseppe Taccioli,20,20161,Milano,8.9,11,1,1,0,21,20,1,['Cucina locale'],[],0,10,1,5,9.5,0,[]
tegamino-s-r856794,thefork,856794,https://www.thefork.it/ristorante/tegamino-s-r856794,Tegamino's,45.4516704,9.188015,"V.le Bligny, 5, Milano, 20136, Italia",V.le Bligny,5,20136,Milano,8.9,142,1,1,0,18,20,1,['Pizzeria'],[],0,68,1,5,8.1,0,[]
temakinho-milano-cadorna-fuego-r860230,thefork,860230,https://www.thefork.it/ristorante/temakinho-milano-cadorna-fuego-r860230,Temakinho Milano Cadorna - Fuego,45.4679402,9.1741727,"Via Giovanni Boccaccio, 4, Milano, 20123, Italia",Via Giovanni Boccaccio,4,20123,Milano,8.3,16,1,1,0,40,20,1,['Brasiliano'],[],0,17,1,5,9.1,0,[]
temakinho-milano-duomo-arya-r860229,thefork,860229,https://www.thefork.it/ristorante/temakinho-milano-duomo-arya-r860229,Temakinho Milano Duomo - Arya,45.4631081,9.189825299999999,"Via Guglielmo Marconi, 4, Milano, 20122, Italia",Via Guglielmo Marconi,4,20122,Milano,7.7,10,1,1,0,40,20,1,"['Brasiliano', 'Giapponese', 'Sudamericano', 'Asiatico']",[],0,15,1,3,5.5,1,['rating_sample_divergent']
temakinho-milano-garibaldi-aqua-r860228,thefork,860228,https://www.thefork.it/ristorante/temakinho-milano-garibaldi-aqua-r860228,Temakinho Milano Garibaldi - Aqua,45.46597329999999,9.180498499999999,"Corso Giuseppe Garibaldi, 59, Milano, 20121, Italia",Corso Giuseppe Garibaldi,59,20121,Milano,8.3,7,1,1,1,40,20,1,['Brasiliano'],[],0,14,1,3,7.17,1,"['low_review', 'rating_sample_divergent']"
temakinho-milano-porta-romana-tierra-r860231,thefork,860231,https://www.thefork.it/ristorante/temakinho-milano-porta-romana-tierra-r860231,Temakinho Milano Porta Romana - Tierra,45.4504339,9.2072722,"Via Lazzaro Papi, 10, Milano, 20135, Italia",Via Lazzaro Papi,10,20135,Milano,8.3,10,1,1,0,40,20,1,['Brasiliano'],[],0,13,1,2,7.5,0,[]
